"product","relation_type","rule"
"M72933","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72948,M72950,M72952,M11382""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72933","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M1080396,M1080399,M1080400,M90801,M90803,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72933","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72937,M72939,M72938,M72940,M72942,M72943,M72944,M72945,M20964,M64905,M53342,M64906,M72935,M1022632,M1017902,M1017905,M1017906""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72935","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M72948,M72950,M72952,M11382""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72935","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M90801,M90803,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744,M1080396,M1080399,M1080400""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72935","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1022632,M1017902,M1017905,M1017906,M72938,M72937,M72939,M72940,M72942,M72943,M72944,M72945,M20964,M64905,M53342,M64906,M72933""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72937","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72937","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M90801,M90803,M1080396,M1080399,M1080400,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72937","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M72935,M72933,M72943,M72942,M72944,M72945,M20964,M64905,M53342,M64906,M72938,M72939,M72940""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72938","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72938","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M90801,M90803,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744,M1080396,M1080399,M1080400""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72938","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M72933,M72935,M72942,M72943,M72944,M72945,M20964,M64905,M53342,M64906,M72937,M72940,M72939""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72939","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72939","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2778,M2774,M49212,M90801,M90803,M1080396,M1080399,M1080400,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72939","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M72933,M72935,M72942,M72943,M72944,M72945,M20964,M64905,M53342,M64906,M72937,M72938,M72940""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72940","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72940","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M90801,M90803,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744,M1080396,M1080399,M1080400""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72940","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M72933,M72935,M72942,M72943,M72944,M72945,M20964,M64905,M53342,M64906,M72938,M72937,M72939""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72942","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72942","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69352,M69350,M2774,M2778,M49212,M90801,M90803,M1080396,M1080399,M1080400,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72942","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M72933,M72935,M72937,M72938,M72939,M72940,M20964,M64905,M53342,M64906,M54319,M54320,M72943,M72944,M72945""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72943","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72943","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M90801,M90803,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744,M1080396,M1080399,M1080400""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72943","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M54319,M54320,M72933,M72935,M72937,M72938,M72939,M72940,M20964,M64905,M53342,M64906,M72942,M72944,M72945""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72944","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72944","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M90801,M90803,M1080396,M1080399,M1080400,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72944","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M72933,M72935,M72938,M72937,M72939,M72940,M20964,M64905,M53342,M64906,M54320,M54319,M72942,M72943,M72945""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72945","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11382,M72948,M72950,M72952""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72945","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M69350,M69352,M2774,M2778,M49212,M90801,M90803,M1028392,M1028393,M1028394,M1028396,M13740,M13741,M13743,M13744,M1080396,M1080399,M1080400""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M72945","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1017902,M1017905,M1017906,M54319,M54320,M72935,M72933,M72937,M72938,M72939,M72940,M20964,M64905,M53342,M64906,M72942,M72943,M72944""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M731","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M763,M58040,M1025321,M39302""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M731","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58035,M58036,M58037,M58038""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M731","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M90799,M90800,M90804,M90802,M90805,M62381,M1018212,M1018211,M213,M226,M229,M14054,M15127,M87416,M87464,M90806,M90810,M53277,M1012338,M1024684,M1024689""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74815","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M53238,M53233,M10569,M1028038""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74907","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M74905,M75086""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74907","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M64947,M49207,M58102,M58100,M58095,M69408,M72878,M75035,M86728,M80362,M87390,M1018121,M1018123""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74966","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1015345,M75254""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74966","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M1014496,M1014502,M1025370,M634,M635,M636,M1000567,M87656,M87657,M87658""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74972","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75007""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74972","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M74974,M1000786,M1000839,M1000838,M1000840,M302,M75601,M57966,M57968,M1006484""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74974","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M75009""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M74974","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M302,M75601,M57966,M57968,M74972,M1000786,M1000838,M1000840,M1000839,M1006484""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75071","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M562,M75086,M561""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75071","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M45050,M526,M528,M11480,M1017711""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75601","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M302,M74972,M74974,M1000786,M1000838,M1000839,M1000840,M49320,M78380,M90850,M90851,M1006484""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75685","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58324,M854,M58322""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75685","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M852,M75686,M857,M49377,M856,M75700,M75727,M75730,M58227,M58228,M58312,M58230,M58313,M58314,M58315""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75686","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58324,M854,M58322""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75686","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M857,M49377,M856,M75700,M75727,M75730,M58227,M58228,M58230,M58312,M58313,M58314,M58315,M852,M75685,M43332,M43333,M43334,M43335,M43336,M43337""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75700","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58324,M854,M58322""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75700","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M852,M58314,M58312,M75727,M75730,M58227,M75686,M75685""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75727","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58324,M854,M58322""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75727","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M852,M58314,M58312,M58227,M75686,M75685,M75700,M75730,M43332,M43334,M43333,M43335,M43336,M43337""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75730","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M58326,M58324,M854,M58322""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M75730","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M852,M58313,M58230,M58228,M75700,M75727,M58227,M75686,M75685""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M766","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M787,M788,M789,M781,M782,M783,M744,M745,M746,M747,M748,M749""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M766","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M739,M738,M740,M741,M742,M743,M784,M785,M786,M780,M778,M779,M717,M714,M715,M718,M716,M719,M53287,M767,M768,M769,M770,M771""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M767","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M787,M788,M789,M781,M782,M783,M744,M745,M746,M747,M748,M749""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M767","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M738,M739,M740,M741,M742,M743,M784,M785,M786,M780,M778,M779,M717,M714,M715,M716,M718,M719,M53287,M766,M768,M769,M770,M771""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M768","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M787,M788,M789,M781,M782,M783,M744,M745,M746,M747,M748,M749""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M768","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M738,M739,M740,M741,M742,M743,M784,M785,M786,M780,M778,M779,M717,M714,M715,M716,M719,M718,M53287,M766,M767,M769,M770,M771""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M769","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M787,M788,M789,M781,M782,M783,M744,M745,M746,M747,M748,M749""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M769","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M738,M739,M740,M741,M742,M743,M784,M785,M786,M780,M778,M779,M766,M767,M768,M770,M771,M717,M714,M715,M716,M718,M719,M53287""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M770","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M781,M782,M783,M744,M745,M746,M747,M749,M748,M787,M788,M789""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M770","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M717,M714,M715,M716,M718,M719,M53287,M738,M739,M740,M741,M742,M743,M784,M785,M786,M780,M778,M779,M766,M767,M768,M769,M771""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M771","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M781,M782,M783,M744,M745,M746,M747,M748,M749,M787,M789,M788""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M771","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M714,M717,M715,M716,M718,M719,M53287,M738,M739,M740,M741,M742,M743,M784,M785,M786,M780,M778,M779,M766,M767,M768,M769,M770""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M78380","related-products","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11791,M11792""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M78380","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M11792""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M78380","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M302,M75601,M57966,M57968,M49320,M90850,M90851""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M787","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M766,M767,M768,M769,M770,M771,M744,M745,M746,M747,M748,M749,M781,M782,M783""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M787","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M780,M778,M779,M784,M785,M786,M739,M738,M740,M742,M741,M743,M717,M714,M715,M716,M718,M719,M53288,M788,M789""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M788","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M744,M745,M746,M747,M748,M749,M781,M782,M783,M766,M767,M768,M769,M771,M770""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M788","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M717,M714,M715,M716,M718,M719,M53288,M787,M789,M780,M778,M779,M784,M785,M786,M738,M739,M740,M741,M742,M743""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M789","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M744,M745,M746,M747,M748,M749,M781,M782,M783,M766,M767,M768,M769,M770,M771""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M789","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M717,M714,M715,M716,M718,M719,M53288,M780,M778,M779,M784,M785,M786,M738,M739,M740,M741,M743,M742,M787,M788""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M79890","others","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M74823,M80108""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
"M79890","up-selling","{""condition"":""AND"",""rules"":[{""condition"":null,""rules"":{},""id"":""product_sku"",""field"":""product_sku"",""type"":""string"",""input"":""text"",""operator"":""in"",""value"":""M86548,M90785,M90787,M53287,M2495,M61240,M79892,M79932,M1023985""}],""id"":null,""field"":null,""type"":null,""input"":null,""operator"":null,""value"":null}"
