abstract_sku,old_sku,concrete_sku,name.de_DE,name.en_US,description.de_DE,description.en_US,is_searchable.de_DE,is_searchable.en_US,bundled,is_quantity_splittable,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_1.en_US,value_1.en_US
M21103,,420573,Verbatim USB Stick OTG 49822 32GB ,Verbatim USB Stick OTG 49822 32GB ,"Schnelle und effiziente Dateiübertragung.  Verbinden Sie den Micro USB-Adapter mit Ihrem Tablet oder Smartphone und schließen Sie den USB-Stick an den Adapter an. Der NANO USB-Stick kann auch als normaler USB-Stick verwendet werden. Inkl. der gesetzlichen Pauschalabgaben.<p>* Maße: Mico USB-Adapter: 17,11 x 9,11 x 27,15 mm (B x H x T), USB-Stick: 14,85 x 7,7 x 17,15 mm (B x H x T) * Typbezeichnung der USB-Version: 2.0 * Systemanforderung: Windows® XP, Vista, 7, 8, Mac OS X 10.4, Linux 2.4.0, Android 2.0 * max. Schreibgeschwindigkeit: 3 Mbyte/s * max. Lesegeschwindigkeit: 10 Mbyte/s * iinkl. Micro USB-Adapter * Farbe: schwarz","Schnelle und effiziente Dateiübertragung.  Verbinden Sie den Micro USB-Adapter mit Ihrem Tablet oder Smartphone und schließen Sie den USB-Stick an den Adapter an. Der NANO USB-Stick kann auch als normaler USB-Stick verwendet werden. Inkl. der gesetzlichen Pauschalabgaben.<p>* Maße: Mico USB-Adapter: 17,11 x 9,11 x 27,15 mm (B x H x T), USB-Stick: 14,85 x 7,7 x 17,15 mm (B x H x T) * Typbezeichnung der USB-Version: 2.0 * Systemanforderung: Windows® XP, Vista, 7, 8, Mac OS X 10.4, Linux 2.4.0, Android 2.0 * max. Schreibgeschwindigkeit: 3 Mbyte/s * max. Lesegeschwindigkeit: 10 Mbyte/s * iinkl. Micro USB-Adapter * Farbe: schwarz",1,1,,,,,,,,
M21104,,420574,Verbatim Festplatte Store n Go 53071 1TB USB3.0 silber,Verbatim Festplatte Store n Go 53071 1TB USB3.0 silber,"Die Store 'n' Go Portable Hard Drive von Verbatim bietet einen enorm leistungsstarken Speicher sowie bis zu 10 mal schnellere Datenübertragungsraten als USB 2.0 (basierend auf USB-Busgeschwindigkeit) und ermöglicht so eine ultra-schnelle Datenübertragung für unterwegs. Das Laufwerk benötigt keine externe Stromversorgung für den Betrieb und ist sofort einsatzbereit. Ebenfalls im Lieferumfang enthalten ist die Energiesparsoftware Green Button. Green Button hindert das Laufwerk daran, sich bei Nichtbenutzung weiterzudrehen. So wird die Effizienz gesteigert und Energie gespart. Inkl. der gesetzlichen Pauschalabgaben.<p>* Maße: 80 x 15 x 121 mm (B x H x T) (2,5\) * Kompatibel mit: USB 1.1","Die Store 'n' Go Portable Hard Drive von Verbatim bietet einen enorm leistungsstarken Speicher sowie bis zu 10 mal schnellere Datenübertragungsraten als USB 2.0 (basierend auf USB-Busgeschwindigkeit) und ermöglicht so eine ultra-schnelle Datenübertragung für unterwegs. Das Laufwerk benötigt keine externe Stromversorgung für den Betrieb und ist sofort einsatzbereit. Ebenfalls im Lieferumfang enthalten ist die Energiesparsoftware Green Button. Green Button hindert das Laufwerk daran, sich bei Nichtbenutzung weiterzudrehen. So wird die Effizienz gesteigert und Energie gespart. Inkl. der gesetzlichen Pauschalabgaben.<p>* Maße: 80 x 15 x 121 mm (B x H x T) (2,5\) * Kompatibel mit: USB 1.1",1,1,,,fenster_vorhanden,Nein,fenster_vorhanden,Nein,fenster_vorhanden,Nein
M21105,,420575,Verbatim Kartenleser 97706 Card Reader Universal USB 3.0,Verbatim Kartenleser 97706 Card Reader Universal USB 3.0,"Übertragen Sie Ihre digitalen Fotos noch schneller und einfacher. Der Universal Memory Card Reader unterstützt eine Vielzahl an Speicherkartenformaten, verfügt über ein schlankes und modernes Design und überträgt Daten bis zu 10 mal schneller als USB 2.0-Kartenleser. Zudem können Sie, dank der sowohl mit Windows als auch Mac kompatiblen Plug-and-Play-Funktion, direkt nach dem Anschließen mit der Übertragung Ihrer Fotos beginnen. Kompatibel mit SDXC UHS-I-Karten. Schlankes, stylishes Design.<p>* Maße: 57 x 20 x 118 mm (B x H x T) * Verwendung für Kartenformat: SD, SDHC, SDXC, MicroSD, xD Picture Card, CompactFlash, Multimedia Card, Memory Stick, -PRO, -Duo, -PRO Duo, -PRO-HG Duo, -Micro * Systemanforderung: Windows® 2000, XP, Vista, 7, 8, Mac OS X 10.1 * Art des Anschlusses: USB 3.0 * 6 Steckplätze * inkl. USB-Kabel","Übertragen Sie Ihre digitalen Fotos noch schneller und einfacher. Der Universal Memory Card Reader unterstützt eine Vielzahl an Speicherkartenformaten, verfügt über ein schlankes und modernes Design und überträgt Daten bis zu 10 mal schneller als USB 2.0-Kartenleser. Zudem können Sie, dank der sowohl mit Windows als auch Mac kompatiblen Plug-and-Play-Funktion, direkt nach dem Anschließen mit der Übertragung Ihrer Fotos beginnen. Kompatibel mit SDXC UHS-I-Karten. Schlankes, stylishes Design.<p>* Maße: 57 x 20 x 118 mm (B x H x T) * Verwendung für Kartenformat: SD, SDHC, SDXC, MicroSD, xD Picture Card, CompactFlash, Multimedia Card, Memory Stick, -PRO, -Duo, -PRO Duo, -PRO-HG Duo, -Micro * Systemanforderung: Windows® 2000, XP, Vista, 7, 8, Mac OS X 10.1 * Art des Anschlusses: USB 3.0 * 6 Steckplätze * inkl. USB-Kabel",1,1,,,fenster_vorhanden,Nein,fenster_vorhanden,Nein,fenster_vorhanden,Nein
M21197,,420696,Post-it Haftnotiz Super Sticky 62212SE sortiert 12 St./Pack.,Post-it Haftnotiz Super Sticky 62212SE sortiert 12 St./Pack.,"Post-it® Super Sticky Notes bringen Farbe in Ihr Büro, übermitteln Nachrichten für Kollegen oder dienen als Memo. Dank der Super Sticky Formel haften die Post-it® Super Sticky Notes sicher, auf praktisch allen Oberflächen.<p>* Grammatur: 74 g/m² * elementar chlorfrei gebleicht * rückstandsfrei entfernbar * mehrfach verwendbar * Werkstoff: Papier * Farbe: 4 x neonorange, 4 x ultrapink, 4 x ultrablau * 90 Bl./Block * 12 Block/Pack.","Post-it® Super Sticky Notes bringen Farbe in Ihr Büro, übermitteln Nachrichten für Kollegen oder dienen als Memo. Dank der Super Sticky Formel haften die Post-it® Super Sticky Notes sicher, auf praktisch allen Oberflächen.<p>* Grammatur: 74 g/m² * elementar chlorfrei gebleicht * rückstandsfrei entfernbar * mehrfach verwendbar * Werkstoff: Papier * Farbe: 4 x neonorange, 4 x ultrapink, 4 x ultrablau * 90 Bl./Block * 12 Block/Pack.",1,1,,,,,,,,
M21200,,420706,"Post-it Haftstreifen Index Standard 680-YW2 25,4x43,2mm ge 2 St./Pack","Post-it Haftstreifen Index Standard 680-YW2 25,4x43,2mm ge 2 St./Pack","Post-it® Haftstreifen Index sind die idealen Helfer zum Markieren und Strukturieren. Sie helfen Ihnen, den Überblick über Ihre Dokumente und Unterlagen zu bewahren.<p>* Maße: 25,4 x 43,2 mm (B x H) * beschriftbar * mehrfach verwendbar * Werkstoff: Polyester * 50 Bl./Block * 2 Block/Pack.","Post-it® Haftstreifen Index sind die idealen Helfer zum Markieren und Strukturieren. Sie helfen Ihnen, den Überblick über Ihre Dokumente und Unterlagen zu bewahren.<p>* Maße: 25,4 x 43,2 mm (B x H) * beschriftbar * mehrfach verwendbar * Werkstoff: Polyester * 50 Bl./Block * 2 Block/Pack.",1,1,,,,,,,,
M21205,,420712,Post-it Haftnotiz Super Sticky 6910YPOG 48x48mm sort. 4 St./Pack.,Post-it Haftnotiz Super Sticky 6910YPOG 48x48mm sort. 4 St./Pack.,,,1,1,,,fenster_vorhanden,Nein,fenster_vorhanden,Nein,fenster_vorhanden,Nein
M21648,,421263,"BIC Kugelschreiber 2in1 Stylus 919378 0,4mm schwarz","BIC Kugelschreiber 2in1 Stylus 919378 0,4mm schwarz",Mit Touchpen Funktion zur Anwendung auf Smartphones und Tablet PCs. Mit Konturrillen.<p>* Schreibfarbe des Kugelschreibers: schwarz * 2 Schreibfunktionen * Ausführung der Griffzone: rund * Werkstoff: ABS/Carbon/Aluminium,Mit Touchpen Funktion zur Anwendung auf Smartphones und Tablet PCs. Mit Konturrillen.<p>* Schreibfarbe des Kugelschreibers: schwarz * 2 Schreibfunktionen * Ausführung der Griffzone: rund * Werkstoff: ABS/Carbon/Aluminium,1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M21650,,421265,BIC Mehrfarbkugelschreiber 4 Colours STYLUS 926404 Touchpen,BIC Mehrfarbkugelschreiber 4 Colours STYLUS 926404 Touchpen,"Touchpen und 4-Farb-Kugelschreiber in einem Stift mit farbigen Drückern zur einfachen Minenauswahl. Ergiebige Schreiblänge von bis zu 1,5 km je Mine. Tinte dokumentenecht außer grün.<p>* Strichstärke: 0,4 mm * schwarz, rot, blau, grün * Typbezeichnung der Mine: 4 Colurs Mine * Mine auswechselbar * Druckmechanik * dokumentenecht * Material des Schaftes: Kunststoff * Farbe des Schaftes: silber/schwarz * 4 Minen","Touchpen und 4-Farb-Kugelschreiber in einem Stift mit farbigen Drückern zur einfachen Minenauswahl. Ergiebige Schreiblänge von bis zu 1,5 km je Mine. Tinte dokumentenecht außer grün.<p>* Strichstärke: 0,4 mm * schwarz, rot, blau, grün * Typbezeichnung der Mine: 4 Colurs Mine * Mine auswechselbar * Druckmechanik * dokumentenecht * Material des Schaftes: Kunststoff * Farbe des Schaftes: silber/schwarz * 4 Minen",1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M21679,,421322,HP Kopierpapier Printing CHP210 DIN A4 80g weiß 500 Bl./Pack.,HP Kopierpapier Printing CHP210 DIN A4 80g weiß 500 Bl./Pack.,"Extraweißes, leistungsstarkes Allzweckpapier mit glatter Oberfläche. Hohe Zuverlässigkeit. Optimale Leuchtkraft und gestochen scharfe Ausdrucke.<p>* DIN A4 * Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.","Extraweißes, leistungsstarkes Allzweckpapier mit glatter Oberfläche. Hohe Zuverlässigkeit. Optimale Leuchtkraft und gestochen scharfe Ausdrucke.<p>* DIN A4 * Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.",1,1,,,,,,,,
M21680,,421323,HP Kopierpapier Office CHP110 DIN A4 80g weiß 500 Bl./Pack.,HP Kopierpapier Office CHP110 DIN A4 80g weiß 500 Bl./Pack.,"Die ColorLok-Technologie sorgt für extra schnelle Trocknung der Tinte, tieferes Schwarz und brillante Farben. Seine hohe Dicke sorgt für problemlosen Durchlauf in allen Geräten. Zu diesem Zweck wurde diese Qualität im Hinblick auf die Vermeidung von Papierstaus geprüft: maximal ein Stau pro 60.000 Blatt.<p>* Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.","Die ColorLok-Technologie sorgt für extra schnelle Trocknung der Tinte, tieferes Schwarz und brillante Farben. Seine hohe Dicke sorgt für problemlosen Durchlauf in allen Geräten. Zu diesem Zweck wurde diese Qualität im Hinblick auf die Vermeidung von Papierstaus geprüft: maximal ein Stau pro 60.000 Blatt.<p>* Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.",1,1,,,,,,,,
M21681,,421324,HP Kopierpapier Copy Paper CHP910 DIN A4 80g weiß 500 Bl./Pack.,HP Kopierpapier Copy Paper CHP910 DIN A4 80g weiß 500 Bl./Pack.,"Getestete Qualität vermeidet Papierstaus in Hochgeschwindigkeits-Laserdruckern und -Kopierern.<p>* DIN A4 * Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.","Getestete Qualität vermeidet Papierstaus in Hochgeschwindigkeits-Laserdruckern und -Kopierern.<p>* DIN A4 * Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.",1,1,,,,,,,,
M21684,,421327,Clairefontaine Collegeblock Forever Recycling 17427C DIN A4 kariert,Clairefontaine Collegeblock Forever Recycling 17427C DIN A4 kariert,"Mit roter Randlinie abwechselnd innen oder außen.<p>* DIN A4 * Grammatur: 70 g/m² * total chlorfrei gebleicht, 100 % Recyclingpapier * 4fach Lochung * Doppelspiralbindung * 80 Bl.","Mit roter Randlinie abwechselnd innen oder außen.<p>* DIN A4 * Grammatur: 70 g/m² * total chlorfrei gebleicht, 100 % Recyclingpapier * 4fach Lochung * Doppelspiralbindung * 80 Bl.",1,1,,,papierformat,DIN A4,papierformat,DIN A4,papierformat,DIN A4
M21694,,421347,Clairefontaine Kladde 9516C DIN A5 90g 96Blatt liniert sortiert,Clairefontaine Kladde 9516C DIN A5 90g 96Blatt liniert sortiert,Spezielle Glättung des Papiers für eine besonders angenehme und leichte Schriftführung.<p>* Papierformat: DIN A5 * Grammatur: 90 g/m² * Fadenbindung * Material des Einbandes: Karton * Farbe des Einbandes: farbig sortiert * 96 Bl.,Spezielle Glättung des Papiers für eine besonders angenehme und leichte Schriftführung.<p>* Papierformat: DIN A5 * Grammatur: 90 g/m² * Fadenbindung * Material des Einbandes: Karton * Farbe des Einbandes: farbig sortiert * 96 Bl.,1,1,,,papierformat,DIN A5,papierformat,DIN A5,papierformat,DIN A5
M21703,,421378,Smart Print Kopierpapier 1929C DIN A4 60g weiß 500 Bl./Pack.,Smart Print Kopierpapier 1929C DIN A4 60g weiß 500 Bl./Pack.,"Durch die leichte Grammatur können Portokosten und auch das Lagervolumen deutlich reduziert werden. Vergelichbares Druckergebnis wie ein 80 g Standartpapier.<p>* Grammatur: 60 g/m² * holzfrei * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: hochweiß * 500 Bl./Pack.","Durch die leichte Grammatur können Portokosten und auch das Lagervolumen deutlich reduziert werden. Vergelichbares Druckergebnis wie ein 80 g Standartpapier.<p>* Grammatur: 60 g/m² * holzfrei * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: hochweiß * 500 Bl./Pack.",1,1,,,,,,,,
M21704,,421425,Clairefontaine Collegeblock 8256C DIN A4 liniert 80Blatt weiß,Clairefontaine Collegeblock 8256C DIN A4 liniert 80Blatt weiß,"Satiniertes Papier. Spezielle Glättung des Papiers für angenehme, leichte Schriftführung. Einband: Zweifarbig, flexibel, stark, mit abwaschbarer Cellophan-Folie für Langlebigkeit.<p>* DIN A4 * Grammatur: 90 g/m² * holzfrei, chlorfrei gebleicht * 4fach Lochung * Doppelspiralbindung * 80 Bl.","Satiniertes Papier. Spezielle Glättung des Papiers für angenehme, leichte Schriftführung. Einband: Zweifarbig, flexibel, stark, mit abwaschbarer Cellophan-Folie für Langlebigkeit.<p>* DIN A4 * Grammatur: 90 g/m² * holzfrei, chlorfrei gebleicht * 4fach Lochung * Doppelspiralbindung * 80 Bl.",1,1,,,,,,,,
M21708,,421418,Clairefontaine Kladde 69492C DIN A6 90g 96Blatt kariert sortiert,Clairefontaine Kladde 69492C DIN A6 90g 96Blatt kariert sortiert,Spezielle Glättung des Papiers für eine besonders angenehme und leichte Schriftführung.<p>* Papierformat: DIN A6 * Grammatur: 90 g/m² * Fadenbindung * Material des Einbandes: Karton * Farbe des Einbandes: farbig sortiert * 96 Bl.,Spezielle Glättung des Papiers für eine besonders angenehme und leichte Schriftführung.<p>* Papierformat: DIN A6 * Grammatur: 90 g/m² * Fadenbindung * Material des Einbandes: Karton * Farbe des Einbandes: farbig sortiert * 96 Bl.,1,1,,,papierformat,DIN A6,papierformat,DIN A6,papierformat,DIN A6
M21717,,421436,Clairefontaine Spiralblock 328725C 17x22mm 50Blatt kariert,Clairefontaine Spiralblock 328725C 17x22mm 50Blatt kariert,,,1,1,,,fenster_vorhanden,Nein,fenster_vorhanden,Nein,fenster_vorhanden,Nein
M21740,,421475,"rotring Druckbleistift Tikky RD 1904694 0,35mm schwarz","rotring Druckbleistift Tikky RD 1904694 0,35mm schwarz","Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 0,35 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: gummiert, gewellt * mit Radierer * Material des Schaftes: Kunststoff","Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 0,35 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: gummiert, gewellt * mit Radierer * Material des Schaftes: Kunststoff",1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M21741,,421476,"rotring Druckbleistift Tikky RD 1904695 0,5mm schwarz","rotring Druckbleistift Tikky RD 1904695 0,5mm schwarz","Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 0,5 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: ergonomisch, gewellt * mit Radierer * Material des Schaftes: Kunststoff","Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 0,5 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: ergonomisch, gewellt * mit Radierer * Material des Schaftes: Kunststoff",1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M21742,,421477,"rotring Druckbleistift Tikky RD 1904696 0,7mm schwarz","rotring Druckbleistift Tikky RD 1904696 0,7mm schwarz","Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 0,7 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: ergonomisch, gewellt * mit Radierer * Material des Schaftes: Kunststoff","Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 0,7 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: ergonomisch, gewellt * mit Radierer * Material des Schaftes: Kunststoff",1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M21743,,421478,rotring Druckbleistift Tikky RD 1904697 1mm schwarz,rotring Druckbleistift Tikky RD 1904697 1mm schwarz,"Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 1 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: ergonomisch, gewellt * mit Radierer * Material des Schaftes: Kunststoff","Druckmechanik. Mit ISO-Kennzeichnung.<p>* Stärke der Mine: 1 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: ergonomisch, gewellt * mit Radierer * Material des Schaftes: Kunststoff",1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M21744,,421479,rotring Kugelschreiber Tikky Redesign 1904718 M blau,rotring Kugelschreiber Tikky Redesign 1904718 M blau,,,1,1,,,,,,,,
M21745,,421481,rotring Druckbleistift Tikky  S0801310 3 St./Pack,rotring Druckbleistift Tikky  S0801310 3 St./Pack,"Druckmechanik, Mine auswechselbar. Radierer auswechselbar.<p>* Stärke der Mine: 0,35, 0,5, 0,7 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: gewellt * mit Radierer * Material des Schaftes: Kunststoff * Farbe des Schaftes: schwarz * 3 St./Pack.","Druckmechanik, Mine auswechselbar. Radierer auswechselbar.<p>* Stärke der Mine: 0,35, 0,5, 0,7 mm * Bezeichnung der Härte: HB * Druckmechanik * Spitze voll versenkbar * Mine auswechselbar * Ausführung der Griffzone: gewellt * mit Radierer * Material des Schaftes: Kunststoff * Farbe des Schaftes: schwarz * 3 St./Pack.",1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M21766,,421519,Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,,,1,1,,,packaging_unit,Item,,,,
M21766,,421519_1,5-pack Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,5-pack Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,,,1,1,,,packaging_unit,5-pack,,,,
M21766,,421519_2,10-pack Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,10-pack Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,,,1,1,,,packaging_unit,10-pack,,,,
M21766,,421519_3,Box Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,Box Papermate Kugelschreiber InkJoy 700 RT S0957340 M Druckmechanik schwarz,,,1,1,,,packaging_unit,Box,,,,
M21771,,421530,Papermate Kugelschreiber InkJoy 550 RT S0977220 M Druckmechanik blau,Papermate Kugelschreiber InkJoy 550 RT S0977220 M Druckmechanik blau,,,1,1,,,,,,,,
M21772,,421531,"rotring Tuschefüller rapidograph S0194270 0,25mm schwarz","rotring Tuschefüller rapidograph S0194270 0,25mm schwarz","Einfache Reinigung durch patentierte Steckhülse.<p>* Strichstärke: 0,25 mm * Schreibfarbe: schwarz * Typbezeichnung der Tintenpatrone: Kapillarpatrone * Verwendung für Zeichnungsträger: Papier, Karton, Transparentpapier * mit ISO-Kennzeichnung","Einfache Reinigung durch patentierte Steckhülse.<p>* Strichstärke: 0,25 mm * Schreibfarbe: schwarz * Typbezeichnung der Tintenpatrone: Kapillarpatrone * Verwendung für Zeichnungsträger: Papier, Karton, Transparentpapier * mit ISO-Kennzeichnung",1,1,,,kombiradierer,Nein,kombiradierer,Nein,kombiradierer,Nein
M22269,,422573,Soennecken USB-Stick 71612 2.0 8GB schwarz/silber,Soennecken USB-Stick 71612 2.0 8GB schwarz/silber,"Ideal, um persönliche Daten, Fotos und MP3-Musik zwischen PC und Mac zu transportieren. Mit seitlich wegklappbarem Verschluss. Inkl. der gesetzlichen Pauschalabgaben.<p>* Typbezeichnung der USB-Version: USB 2.0 * Kompatibel mit: USB 1.1 * Systemanforderung: Windows® 2000, ME, XP, Mac OS 8.6 * max. Schreibgeschwindigkeit: 8 Mbyte/s * max. Lesegeschwindigkeit: 15 Mbyte/s * Farbe: schwarz/silber","Ideal, um persönliche Daten, Fotos und MP3-Musik zwischen PC und Mac zu transportieren. Mit seitlich wegklappbarem Verschluss. Inkl. der gesetzlichen Pauschalabgaben.<p>* Typbezeichnung der USB-Version: USB 2.0 * Kompatibel mit: USB 1.1 * Systemanforderung: Windows® 2000, ME, XP, Mac OS 8.6 * max. Schreibgeschwindigkeit: 8 Mbyte/s * max. Lesegeschwindigkeit: 15 Mbyte/s * Farbe: schwarz/silber",1,1,,,,,,,,
M22397,,422721,Soennecken Kugelschreiber 3239 Nr.300 Edelstahl Großraummine blau,Soennecken Kugelschreiber 3239 Nr.300 Edelstahl Großraummine blau,"Mit auswechselbarer, langlebiger Großraummine. Drücker, Gehäusespitze und Zierring aus Metall mattverchromt.<p>* Typbezeichnung der Strichstärke: M * Schreibfarbe: blau * Typbezeichnung der Mine: EXPRESS 735 * Mine auswechselbar * Druckmechanik * Ausführung der Griffzone: rund","Mit auswechselbarer, langlebiger Großraummine. Drücker, Gehäusespitze und Zierring aus Metall mattverchromt.<p>* Typbezeichnung der Strichstärke: M * Schreibfarbe: blau * Typbezeichnung der Mine: EXPRESS 735 * Mine auswechselbar * Druckmechanik * Ausführung der Griffzone: rund",1,1,,,auswaschbar,Nein,auswaschbar,Nein,auswaschbar,Nein
M22398,,422722,Soennecken Textmarker 3393 2-5mm Keilspitze gelb,Soennecken Textmarker 3393 2-5mm Keilspitze gelb,Für alle gängigen Normal- und Spezialpapiere. Keilspitze markiert in 3 Breiten. Hohe Markierleistung. Kappe in Schreibfarbe. Farbe des Schaftes: schwarz.<p>* Strichstärke: 2-5 mm * Keilspitze * Bezeichnung der Schreibflüssigkeit: Universaltinte auf Wasserbasis,Für alle gängigen Normal- und Spezialpapiere. Keilspitze markiert in 3 Breiten. Hohe Markierleistung. Kappe in Schreibfarbe. Farbe des Schaftes: schwarz.<p>* Strichstärke: 2-5 mm * Keilspitze * Bezeichnung der Schreibflüssigkeit: Universaltinte auf Wasserbasis,1,1,,,,,,,,
M22412,,422745,Soennecken Kopierpapier Spezial 5061 DIN A3 80g weiß 500 Bl./Pack.,Soennecken Kopierpapier Spezial 5061 DIN A3 80g weiß 500 Bl./Pack.,"Das Qualitätspapier für Ihre eindrucksvolle Kommunikation. Dieses Papier garantiert mit seiner optimalen Oberfläche beste Tinten- und Tonerhaftung für gestochen scharfe Schriftbilder und Grafiken. Professionelle Laufeigenschaften auf allen Bürogeräten. Duplexfähig. Die Papiere werden entsprechend den DIN Normen ISO 9001, 14001 produziert.<p>* Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.","Das Qualitätspapier für Ihre eindrucksvolle Kommunikation. Dieses Papier garantiert mit seiner optimalen Oberfläche beste Tinten- und Tonerhaftung für gestochen scharfe Schriftbilder und Grafiken. Professionelle Laufeigenschaften auf allen Bürogeräten. Duplexfähig. Die Papiere werden entsprechend den DIN Normen ISO 9001, 14001 produziert.<p>* Grammatur: 80 g/m² * elementar chlorfrei gebleicht * beidseitig bedruckbar * Laserdrucker, Inkjetdrucker, Kopierer, Faxgeräte * Farbe: weiß * 500 Bl./Pack.",1,1,,,,,,,,
M22613,,423105,Soennecken Einwegkugelschreiber 3604 Nr.1 M schwarz 10 St./Pack.,Soennecken Einwegkugelschreiber 3604 Nr.1 M schwarz 10 St./Pack.,"Sechseckiger Kunststoffschaft in weiß. Gehäusekanten und Kappe mit Clip in der Minenfarbe.<p>* Typbezeichnung der Strichstärke: M * Kappenmodell * dokumentenecht * Material des Schaftes: Kunststoff * Farbe des Schaftes: weiß/blau, weiß/grün, weiß/rot, weiß/schwarz * 10 St./Pack.","Sechseckiger Kunststoffschaft in weiß. Gehäusekanten und Kappe mit Clip in der Minenfarbe.<p>* Typbezeichnung der Strichstärke: M * Kappenmodell * dokumentenecht * Material des Schaftes: Kunststoff * Farbe des Schaftes: weiß/blau, weiß/grün, weiß/rot, weiß/schwarz * 10 St./Pack.",1,1,,,,,,,,
M22663,,423175,Soennecken Permanentmarker 3107 4mm Rundspitze schwarz,Soennecken Permanentmarker 3107 4mm Rundspitze schwarz,,,1,1,,,,,,,,
M22664,,423178,Soennecken Permanentmarker 3109 1-4mm Keilspitze blau,Soennecken Permanentmarker 3109 1-4mm Keilspitze blau,,,1,1,,,,,,,,
